,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
9879,0,329,46,47,0,0,0,2,0,2,0
9880,82,228,48,0,0,1,0,2,6,2,0
9881,100,86,59,65,0,1,1,2,1,5,0
9882,32,115,162,0,0,0,0,2,0,0,0
9883,110,199,105,223,0,1,0,0,0,0,0
9884,148,170,92,84,0,1,0,2,1,0,0
9885,10,33,18,3,0,1,1,1,0,2,0
9886,0,111,96,54,0,0,0,2,6,10,0
9887,107,118,117,123,0,1,0,2,3,2,0
9888,91,442,0,0,0,1,0,0,0,0,0
9889,51,24,53,39,0,1,1,2,3,0,0
9890,10,33,18,3,0,1,1,1,0,2,0
9891,270,540,0,0,0,1,1,2,0,0,0
9892,86,126,118,0,0,1,0,2,3,5,0
9893,0,143,13,23,0,0,0,2,1,10,0
9894,158,214,100,0,0,1,1,2,6,2,0
9895,148,142,80,129,0,1,0,2,3,0,0
9896,103,122,283,0,0,1,0,2,4,2,0
9897,68,101,26,28,0,1,1,2,1,2,0
9898,206,24,0,0,0,1,0,2,0,0,0
9899,10,33,18,3,0,1,1,1,0,2,0
9900,154,148,72,0,0,1,1,4,5,8,0
9901,131,97,10,2,0,1,1,2,7,5,0
9902,86,341,123,42,0,1,0,2,3,5,0
9903,163,126,51,6,0,1,1,2,1,2,0
9904,100,122,86,107,0,1,1,2,0,2,0
9905,48,191,0,0,0,1,1,0,0,0,0
9906,110,239,177,157,0,1,0,2,0,0,0
9907,0,268,174,37,0,1,0,2,1,0,0
9908,71,93,0,0,0,1,0,2,0,6,0
9909,122,85,36,83,0,1,1,2,1,2,0
9910,32,28,49,0,0,0,0,2,6,2,0
9911,0,70,300,0,0,0,1,4,0,0,0
9912,11,68,68,0,0,1,0,1,0,0,0
9913,311,65,113,0,0,1,0,4,6,2,0
9914,120,110,29,67,0,1,1,4,0,0,0
9915,53,141,28,15,0,1,1,5,5,5,0
9916,87,170,104,156,0,1,1,2,0,0,0
9917,84,180,23,167,0,1,0,2,0,0,0
9918,145,605,33,41,0,1,0,2,0,0,0
9919,588,103,150,11,0,1,1,2,7,2,0
9920,10,33,18,3,0,1,1,1,0,2,0
9921,203,217,0,0,0,1,0,2,0,0,0
9922,32,143,0,0,0,0,0,2,0,0,0
9923,79,246,286,55,0,1,0,2,6,0,0
9924,290,260,0,175,0,1,1,2,6,10,0
9925,91,290,0,24,1,1,1,2,0,0,0
9926,0,176,40,21,0,1,1,1,0,0,0
9927,62,185,61,25,0,1,0,2,1,2,0
9928,112,13,0,0,0,1,0,2,0,0,0
9929,79,200,93,78,0,1,0,2,1,0,0
9930,58,65,0,0,0,1,1,0,0,0,0
9931,108,103,164,12,0,1,0,2,6,3,0
9932,79,275,130,43,0,1,0,2,0,0,0
9933,32,216,131,0,0,0,0,2,0,0,0
9934,87,105,60,9,0,1,0,2,3,5,0
9935,10,28,20,3,0,1,0,1,0,2,0
9936,115,235,149,5,0,1,0,2,1,2,0
9937,0,68,17,19,0,0,1,2,3,10,0
9938,90,270,69,17,0,1,1,2,2,6,0
9939,75,145,43,11,0,1,1,2,1,0,0
9940,110,248,209,116,0,1,0,2,0,0,0
9941,90,289,34,17,0,1,1,2,1,2,0
9942,10,34,18,3,0,1,0,1,0,2,0
9943,30,477,59,2,0,0,0,2,7,3,0
9944,32,19,64,0,0,0,0,2,6,2,0
9945,0,59,6,12,0,0,0,2,3,3,0
9946,243,37,523,0,0,1,1,0,0,0,0
9947,79,246,77,71,0,1,0,2,0,6,0
9948,0,241,123,0,0,0,0,2,6,2,0
9949,379,31,274,0,0,1,1,2,6,2,0
9950,0,74,0,0,0,0,0,0,0,0,0
9951,0,306,156,29,0,0,0,2,6,2,0
9952,0,206,112,4,1,0,1,0,0,2,0
9953,203,221,0,0,0,1,0,2,0,0,0
9954,79,343,82,0,1,1,0,1,0,0,0
9955,229,156,83,27,0,1,1,4,7,0,0
9956,0,202,123,0,0,0,1,2,6,0,0
9957,10,33,18,3,0,1,1,1,0,2,0
9958,42,225,113,42,0,1,1,2,0,0,0
9959,311,18,176,0,0,1,0,2,6,2,0
9960,32,81,0,0,0,0,0,2,0,0,0
9961,107,32,43,53,0,1,1,3,0,0,0
9962,0,29,42,17,0,0,0,2,6,2,0
9963,114,102,0,0,0,1,0,0,0,0,0
9964,20,107,86,44,0,1,1,2,1,2,0
9965,60,220,0,0,1,1,0,2,6,0,0
9966,131,147,9,4,0,1,1,5,0,3,0
9967,73,153,66,0,0,1,1,2,3,2,0
9968,147,349,99,285,0,1,0,2,6,2,1
9969,87,311,66,127,0,1,0,2,6,2,0
9970,311,37,121,0,0,1,0,2,3,2,0
9971,173,390,150,132,0,1,1,2,2,6,1
9972,0,342,84,53,0,1,0,0,0,0,0
9973,102,465,68,10,0,1,0,2,7,2,0
9974,71,61,109,0,0,1,0,2,0,6,0
9975,81,315,0,0,0,1,1,3,7,5,0
9976,85,138,112,36,0,1,1,2,1,2,0
9977,48,280,37,193,0,1,1,2,7,2,0
9978,251,255,273,41,0,1,1,2,6,0,0
9979,32,238,268,0,0,0,0,2,0,0,0
9980,33,325,162,68,0,1,1,2,6,2,0
9981,10,33,18,3,0,1,1,1,0,2,0
9982,40,406,28,9,1,1,0,2,3,10,0
9983,61,189,52,3,0,1,0,2,4,0,0
9984,24,55,65,11,0,1,0,2,3,2,0
9985,134,35,42,30,0,1,0,4,3,0,0
9986,16,101,32,0,0,1,0,2,0,2,0
9987,127,318,82,47,0,1,1,2,1,0,0
9988,160,462,0,0,0,1,0,1,3,5,0
9989,32,246,0,0,0,0,0,2,0,0,0
9990,10,28,20,3,0,1,0,1,0,2,0
9991,0,174,204,0,0,0,0,2,0,0,0
9992,320,74,68,158,0,1,0,2,3,0,0
9993,53,117,40,109,0,1,1,2,1,10,0
9994,107,33,34,62,0,1,1,3,0,0,0
9995,127,281,63,53,0,1,1,2,3,5,0
9996,127,205,65,74,0,1,1,2,3,5,0
9997,12,266,67,24,1,1,1,2,1,2,0
9998,127,271,79,44,0,1,1,2,3,5,0
9999,127,521,155,76,0,1,1,2,0,0,0
10000,127,291,63,53,0,1,1,2,3,5,0
10001,110,109,92,116,0,1,0,0,0,0,0
10002,156,163,65,88,0,1,0,2,3,2,0
10003,148,93,91,105,0,1,0,0,0,0,0
10004,78,235,94,0,0,1,0,2,6,0,0
10005,84,105,23,167,0,1,0,2,0,0,0
10006,19,100,116,0,0,1,0,2,6,2,0
10007,203,196,0,0,0,1,0,2,0,0,0
10008,84,105,23,167,0,1,0,2,0,0,0
10009,143,157,156,0,0,1,0,2,0,0,0
10010,50,130,105,27,0,1,1,4,3,5,0
10011,22,77,113,41,0,1,0,2,6,10,0
10012,131,141,9,4,0,1,1,5,0,3,0
10013,82,331,91,47,0,1,1,5,5,10,0
10014,243,36,519,0,0,1,1,0,0,0,0
10015,52,89,87,0,0,1,1,2,0,0,0
10016,0,51,59,0,0,0,0,2,0,0,0
10017,243,19,390,0,0,1,1,0,0,0,0
10018,0,100,14,11,0,0,0,2,6,10,0
10019,72,141,147,83,0,1,0,2,1,2,0
10020,97,252,168,0,0,1,0,2,7,10,0
10021,19,231,407,62,0,1,0,2,2,1,0
10022,243,20,390,0,0,1,1,0,0,0,0
10023,10,33,18,3,0,1,1,1,0,2,0
10024,124,222,0,0,0,1,0,2,6,0,0
10025,0,58,0,153,0,0,0,2,0,2,0
10026,0,348,66,83,0,1,1,5,3,2,0
10027,118,234,0,0,0,1,0,2,6,10,0
10028,83,174,100,117,0,1,0,2,6,2,0
10029,141,223,67,0,0,1,1,2,0,2,0
10030,53,76,110,71,0,1,0,0,0,0,0
10031,86,37,195,0,0,1,0,0,0,0,0
10032,350,385,28,119,0,1,1,2,6,0,0
10033,67,273,0,0,0,1,0,2,5,8,0
10034,100,143,74,65,0,1,1,2,1,0,0
10035,33,114,53,11,0,1,0,2,0,0,0
10036,22,72,102,16,0,1,0,2,6,10,0
10037,264,174,0,0,0,1,0,2,6,0,0
10038,40,122,433,5,0,1,1,2,0,0,0
10039,22,75,100,30,0,1,0,2,6,10,0
10040,0,280,0,0,0,0,0,5,0,8,0
10041,110,248,209,158,0,1,0,2,0,0,0
10042,104,158,126,0,0,1,1,4,0,0,0
10043,0,92,56,0,0,0,0,2,0,0,0
10044,10,33,18,3,0,1,1,1,0,2,0
10045,243,36,523,0,0,1,1,0,0,0,0
10046,421,205,41,0,0,1,1,2,0,0,0
10047,256,213,83,32,0,1,1,2,6,0,0
10048,48,111,0,0,0,1,1,0,0,0,0
10049,86,58,173,0,0,1,0,1,0,0,0
10050,56,71,40,6,0,1,1,2,6,2,0
10051,86,32,126,0,0,1,0,1,6,10,0
10052,75,144,58,11,0,1,0,2,1,3,0
10053,105,347,57,5,0,1,1,5,5,6,0
10054,201,216,144,298,0,1,0,2,1,10,0
10055,127,457,172,101,0,1,1,2,2,2,0
10056,121,110,98,0,0,1,1,2,0,2,0
10057,203,252,0,0,0,1,0,2,0,0,0
10058,103,113,46,0,0,1,1,0,0,0,0
10059,290,356,177,0,0,1,1,2,6,0,0
10060,87,65,67,121,0,1,0,2,6,0,0
10061,10,33,18,3,0,1,1,1,0,2,0
10062,183,324,116,63,0,1,0,2,1,10,0
10063,110,338,181,94,0,1,0,2,0,0,0
10064,270,637,0,0,0,1,1,2,0,0,0
10065,243,38,519,0,0,1,1,0,0,0,0
10066,94,306,49,0,0,1,1,1,3,10,0
10067,32,42,122,0,0,0,0,2,6,2,0
10068,45,97,73,34,0,1,1,2,0,0,0
10069,86,46,93,0,0,1,0,0,0,0,0
10070,154,310,44,41,0,1,1,2,3,2,0
10071,120,173,43,67,0,1,1,4,3,5,0
10072,243,37,519,0,0,1,1,0,0,0,0
10073,75,155,40,25,0,1,1,2,1,3,0
10074,10,33,18,3,0,1,1,1,0,2,0
10075,350,185,25,114,0,1,1,2,6,2,0
10076,104,45,0,0,0,1,1,0,0,0,0
10077,64,343,126,28,0,1,1,2,4,2,0
10078,10,33,18,3,0,1,1,1,0,2,0
10079,127,212,62,83,0,1,1,2,1,2,0
10080,71,87,107,0,0,1,1,4,3,5,0
10081,220,107,53,0,0,1,1,2,1,2,0
10082,40,642,116,6,1,1,0,2,1,2,0
10083,148,100,41,165,0,1,0,2,1,0,0
10084,86,280,152,0,0,1,0,2,3,5,0
10085,163,123,24,36,0,1,1,2,1,2,0
10086,55,344,0,0,0,1,1,2,0,0,0
10087,216,111,0,0,0,1,0,5,0,0,0
10088,86,381,204,0,0,1,0,2,1,5,0
10089,47,95,83,71,0,1,0,2,0,0,0
10090,148,202,57,0,1,1,1,1,0,0,0
10091,129,166,82,87,0,1,1,0,0,0,0
10092,36,307,242,0,0,1,1,2,6,0,0
10093,143,77,106,0,0,1,0,2,0,0,0
10094,64,523,512,18,0,1,1,4,0,0,0
10095,86,65,34,0,0,1,0,0,0,0,0
10096,86,33,104,0,0,1,0,1,0,0,0
10097,109,329,18,26,0,1,0,2,7,10,0
10098,16,74,36,0,0,1,0,4,0,0,0
10099,87,20,0,0,0,1,0,0,0,0,0
10100,111,50,0,0,0,1,0,2,0,2,0
10101,86,158,158,0,0,1,0,2,3,5,0
10102,243,24,621,0,0,1,1,0,0,0,0
10103,115,205,61,2,0,1,1,4,1,5,0
10104,0,146,59,12,0,1,0,2,1,5,0
10105,243,38,523,0,0,1,1,0,0,0,0
10106,90,161,113,43,0,1,0,2,6,0,0
10107,16,96,72,0,0,1,0,4,0,0,0
10108,0,940,0,0,0,0,0,0,0,0,0
10109,143,97,132,0,0,1,0,2,0,0,0
10110,86,129,121,0,0,1,0,2,3,5,0
10111,243,37,523,0,0,1,1,0,0,0,0
10112,54,584,120,291,0,1,0,2,0,0,1
10113,99,199,59,19,0,1,1,2,3,10,0
10114,86,152,88,0,0,1,0,2,3,5,0
10115,127,74,61,65,0,1,0,2,6,2,0
10116,95,44,34,15,1,1,0,2,6,0,0
10117,20,250,33,0,0,1,0,2,1,0,0
10118,127,384,161,49,0,1,1,2,1,2,0
10119,48,209,0,0,0,1,1,0,0,0,0
10120,131,70,10,2,0,1,1,2,7,5,0
10121,48,110,7,1,0,1,0,2,7,10,0
10122,32,311,0,0,0,0,0,2,0,0,0
10123,32,347,0,0,0,0,0,2,0,0,0
10124,155,413,0,26,0,1,0,2,6,0,0
10125,86,142,86,0,0,1,0,4,3,5,0
10126,33,119,68,0,0,1,1,2,6,2,0
10127,55,55,29,38,0,1,0,2,6,0,0
10128,139,397,137,0,0,1,1,2,2,0,0
10129,86,150,81,0,0,1,0,4,3,5,0
10130,48,109,0,0,0,1,0,2,0,0,0
10131,79,105,76,0,0,1,1,5,3,5,0
10132,112,48,208,0,0,1,0,2,6,2,0
10133,90,268,78,17,0,1,1,2,2,6,0
10134,48,233,0,0,0,1,1,0,0,0,0
10135,129,194,86,87,0,1,0,0,0,0,0
10136,220,205,85,2,0,1,1,2,6,2,0
10137,0,165,48,0,0,0,0,2,4,0,0
10138,81,418,0,0,0,1,1,0,3,5,0
10139,86,176,91,0,0,1,0,4,3,5,0
10140,86,319,175,0,0,1,0,2,3,5,0
10141,14,149,18,34,0,1,0,2,6,10,0
10142,0,36,100,70,0,1,1,2,6,2,0
10143,86,271,166,0,0,1,0,2,3,5,0
10144,79,98,54,21,0,1,1,2,1,2,0
10145,0,13,0,0,0,0,0,1,6,0,0
10146,32,146,0,0,0,0,0,2,0,0,0
10147,86,150,75,0,0,1,0,2,3,5,0
10148,69,70,39,39,0,1,0,2,1,0,0
10149,176,87,64,8,0,1,0,2,6,2,0
10150,86,151,71,0,0,1,0,4,3,5,0
10151,86,176,91,0,0,1,0,4,3,5,0
10152,86,151,86,0,0,1,0,4,3,5,0
10153,127,459,144,101,0,1,1,2,6,2,0
10154,14,149,18,34,0,1,0,2,6,10,0
10155,86,132,196,0,0,1,0,2,1,2,0
10156,129,204,94,87,0,1,1,0,0,0,0
10157,86,163,100,0,0,1,0,2,3,5,0
10158,86,160,86,0,0,1,0,2,3,5,0
10159,134,104,178,67,0,1,1,4,0,0,0
10160,86,70,75,0,0,1,0,4,3,5,0
10161,86,191,105,0,0,1,0,0,3,5,0
10162,72,142,45,72,0,1,1,2,3,2,0
10163,86,153,86,0,0,1,0,4,3,5,0
10164,148,473,0,0,0,1,1,2,2,0,0
10165,114,15,1,0,0,1,0,0,0,0,0
10166,10,33,18,3,0,1,1,1,0,2,0
10167,178,228,82,111,0,1,1,2,6,2,0
10168,33,298,91,71,0,1,1,2,2,2,0
10169,86,237,84,0,0,1,0,2,3,5,0
10170,86,299,156,0,0,1,0,2,3,5,0
10171,92,306,105,5,0,1,1,2,6,2,0
10172,131,97,10,2,0,1,1,2,7,5,0
10173,10,33,18,3,0,1,1,1,0,2,0
10174,131,50,15,2,0,1,1,0,7,5,0
10175,86,457,126,0,0,1,0,2,1,2,0
10176,83,525,0,0,0,1,0,2,2,0,0
10177,10,33,18,3,0,1,1,1,0,2,0
10178,86,249,160,0,0,1,0,2,1,2,0
10179,10,35,21,3,0,1,1,1,3,2,0
10180,199,123,100,34,0,1,0,0,0,0,0
10181,127,504,122,30,0,1,1,2,1,2,0
10182,155,232,139,69,0,1,1,2,1,2,0
10183,70,432,0,0,0,1,1,2,6,2,0
10184,96,169,52,0,0,1,0,2,6,0,0
10185,109,123,38,9,0,1,1,2,3,5,0
10186,0,67,445,0,0,1,0,2,6,2,0
10187,86,149,86,0,0,1,0,2,3,5,0
10188,127,224,66,121,0,1,0,2,6,11,0
10189,48,250,0,0,0,1,1,0,0,0,0
10190,131,37,15,2,0,1,0,2,7,5,0
10191,86,319,175,0,0,1,0,2,1,5,0
10192,89,178,69,16,0,1,0,2,3,5,0
10193,149,57,16,0,0,1,0,4,3,5,0
10194,86,158,77,0,0,1,0,2,3,5,0
10195,32,110,0,0,0,0,0,2,0,0,0
10196,0,151,41,37,0,1,1,2,6,0,0
10197,60,185,96,0,0,1,0,2,6,2,0
10198,72,177,190,19,0,1,0,2,6,0,0
10199,53,68,165,2,0,1,1,2,0,2,0
10200,74,25,76,0,0,1,0,2,0,0,0
10201,86,146,63,0,0,1,0,4,3,5,0
10202,270,609,0,0,0,1,1,2,0,10,0
10203,90,116,37,0,0,1,0,4,5,2,0
10204,86,201,86,0,0,1,0,2,3,5,0
10205,148,179,28,84,0,1,0,2,6,0,0
10206,350,182,65,110,0,1,1,2,1,0,0
10207,35,111,0,0,0,1,0,0,0,0,0
10208,29,124,0,44,0,1,1,4,0,5,0
10209,98,509,0,0,0,1,1,2,0,0,0
10210,97,302,112,0,0,1,0,2,1,2,0
10211,77,159,50,14,0,1,1,2,6,2,0
10212,120,110,29,67,0,1,1,4,0,0,0
10213,0,147,0,0,0,1,1,1,6,2,0
10214,0,40,28,10,0,0,0,2,1,1,0
10215,0,29,26,13,0,0,0,2,6,2,0
10216,86,158,85,0,0,1,0,0,3,5,0
10217,35,173,99,0,0,1,0,2,3,2,0
10218,32,91,0,0,0,0,0,2,0,0,0
10219,54,459,113,37,0,1,0,2,0,0,1
10220,86,157,176,0,0,1,0,4,3,5,0
10221,413,351,483,427,0,1,1,2,7,2,0
10222,40,15,0,0,0,1,0,0,0,0,0
10223,32,84,0,0,0,0,0,2,0,0,0
10224,86,150,86,0,0,1,0,2,3,5,0
10225,32,192,0,0,0,0,0,2,0,0,0
10226,115,147,162,88,0,1,0,2,7,3,0
10227,10,33,18,3,0,1,1,1,0,2,0
10228,86,166,94,0,0,1,0,2,3,5,0
10229,43,144,26,11,1,1,1,1,1,5,0
10230,79,355,101,288,0,1,0,2,6,2,1
10231,32,83,267,0,0,0,0,2,0,0,0
10232,229,141,33,30,0,1,1,4,3,0,0
10233,130,149,50,45,0,1,1,5,5,8,0
10234,90,87,54,0,0,1,1,4,3,0,0
10235,399,275,91,193,0,1,0,2,6,2,0
10236,83,188,66,100,0,1,0,2,1,10,0
10237,86,117,34,0,0,1,0,2,3,5,0
10238,86,212,135,0,0,1,0,2,3,5,0
10239,86,185,117,0,0,1,0,2,3,5,0
10240,86,270,166,0,0,1,0,4,3,5,0
10241,86,150,66,0,0,1,0,2,3,5,0
10242,0,134,64,18,0,0,1,2,6,2,0
10243,48,146,203,20,1,1,1,2,0,0,0
10244,115,276,93,45,0,1,1,2,1,0,0
10245,86,141,60,0,0,1,0,2,3,5,0
10246,243,36,519,0,0,1,1,0,0,0,0
10247,86,244,114,0,0,1,0,2,6,2,0
10248,86,165,104,0,0,1,0,2,3,5,0
10249,201,209,163,307,0,1,1,3,1,2,0
10250,83,161,83,109,0,1,0,2,3,0,0
10251,131,111,87,16,0,1,0,0,0,0,0
10252,0,45,0,0,0,0,0,2,6,0,0
10253,86,329,207,0,0,1,0,2,2,2,0
10254,207,315,0,6,0,1,1,2,3,0,0
10255,86,166,141,0,0,1,0,2,3,5,0
10256,115,262,67,44,0,1,1,2,6,0,0
10257,0,306,0,0,0,0,0,0,0,0,0
10258,86,86,78,0,0,1,0,4,3,5,0
10259,86,236,99,0,0,1,0,2,3,5,0
10260,86,208,106,0,0,1,0,2,3,5,0
10261,86,169,86,0,0,1,0,4,3,5,0
10262,86,152,92,0,0,1,0,4,3,5,0
10263,48,144,301,20,0,1,0,0,0,0,0
10264,86,150,86,0,0,1,0,4,3,5,0
10265,86,181,105,0,0,1,0,2,3,5,0
10266,148,212,58,81,0,1,0,2,3,10,0
10267,107,130,55,77,1,1,1,2,6,6,0
10268,69,217,269,104,0,1,1,2,6,0,0
10269,270,464,0,0,0,1,1,4,7,10,0
10270,32,105,0,0,0,0,0,2,0,0,0
10271,86,247,89,0,0,1,0,2,3,5,0
10272,107,113,49,66,1,1,1,2,3,6,0
10273,114,293,72,174,0,1,1,2,7,2,0
10274,75,213,27,20,0,1,0,2,2,0,0
10275,45,82,188,51,0,1,0,0,0,0,0
10276,86,253,178,0,0,1,0,2,3,5,0
10277,86,280,152,0,0,1,0,2,3,5,0
10278,86,151,93,0,0,1,0,4,3,5,0
10279,96,183,0,0,0,1,1,2,3,5,0
10280,86,150,81,0,0,1,0,4,3,5,0
10281,42,35,27,9,0,1,1,1,3,8,0
10282,32,118,0,0,0,0,0,2,0,0,0
10283,88,336,40,0,0,1,1,2,6,3,0
10284,71,95,116,57,0,1,1,2,1,2,0
10285,86,293,188,0,0,1,0,4,3,5,0
10286,86,421,45,0,0,1,0,2,2,2,0
10287,86,152,86,0,0,1,0,2,3,5,0
10288,222,211,153,23,0,1,0,2,2,2,0
10289,48,156,0,0,0,1,1,0,0,0,0
10290,0,36,53,0,0,0,0,1,0,0,0
10291,155,187,134,8,1,1,1,2,6,5,0
10292,206,435,92,0,0,1,1,2,2,0,0
10293,86,216,249,0,0,1,0,2,3,5,0
10294,86,336,95,0,0,1,0,2,3,5,0
10295,86,270,166,0,0,1,0,4,3,5,0
10296,0,131,140,15,0,1,0,2,1,10,0
10297,88,95,85,0,0,1,1,2,1,2,0
10298,86,152,86,0,0,1,0,4,3,5,0
10299,86,271,166,0,0,1,0,2,3,5,0
10300,192,167,55,61,0,1,1,2,7,6,0
10301,88,150,150,0,0,1,0,4,5,3,0
10302,39,77,219,47,0,1,1,2,6,2,0
10303,114,269,37,159,0,1,0,2,0,0,0
10304,77,169,249,45,0,1,1,2,7,5,0
10305,98,207,126,95,0,1,1,2,7,2,0
10306,10,33,18,3,0,1,1,1,0,2,0
10307,86,319,175,0,0,1,0,2,1,5,0
10308,86,150,74,0,0,1,0,2,3,5,0
10309,86,164,75,0,0,1,0,2,3,5,0
10310,0,31,67,17,0,1,0,0,0,0,0
10311,90,272,41,17,0,1,1,2,6,6,0
10312,155,115,137,22,0,1,1,5,3,2,0
10313,86,163,74,0,0,1,0,2,3,5,0
10314,86,191,153,0,0,1,0,2,3,5,0
10315,86,127,133,0,0,1,0,2,3,5,0
10316,0,133,0,0,0,1,0,2,6,2,0
10317,86,244,95,0,0,1,0,2,3,5,0
10318,0,22,1,1,0,0,0,2,3,0,0
10319,178,177,114,111,0,1,1,2,1,2,0
10320,48,130,0,0,0,1,1,0,0,0,0
10321,40,405,28,9,1,1,0,2,3,10,0
10322,24,141,51,0,0,1,0,4,5,8,0
10323,107,466,84,0,0,1,0,0,0,0,0
10324,333,338,174,90,0,1,1,2,1,1,0
10325,99,106,113,154,0,1,1,2,0,2,0
10326,68,347,0,0,0,1,0,0,0,0,0
10327,175,205,92,83,0,1,1,2,0,5,0
10328,32,213,0,0,0,0,0,2,0,0,0
10329,86,180,172,0,0,1,0,2,3,5,0
10330,0,116,89,14,0,0,0,2,0,2,0
10331,167,521,43,0,0,1,1,2,0,6,0
10332,48,59,0,0,0,1,0,2,7,3,0
10333,48,120,0,0,0,1,0,0,0,0,0
10334,91,365,0,0,0,1,0,0,0,0,0
10335,170,1268,0,0,0,1,1,2,0,0,0
10336,86,280,181,0,0,1,0,2,6,2,0
10337,141,136,167,0,0,1,0,0,0,0,0
10338,10,33,18,3,0,1,1,1,0,2,0
10339,107,117,126,20,0,1,1,2,6,2,0
10340,86,361,120,0,0,1,0,2,1,5,0
10341,290,151,39,118,0,1,1,0,0,0,0
10342,0,216,76,0,0,0,0,2,6,2,0
10343,110,207,466,43,0,1,1,2,1,2,0
10344,86,213,83,0,0,1,0,2,3,5,0
10345,86,150,86,0,0,1,0,2,3,5,0
10346,131,116,0,0,0,1,0,0,0,0,0
10347,178,218,101,111,0,1,1,2,1,2,0
10348,0,346,179,29,0,1,1,2,7,10,0
10349,206,380,70,0,0,1,0,2,0,0,0
10350,86,56,175,0,0,1,0,1,0,0,0
10351,48,235,0,0,0,1,0,0,0,0,0
10352,223,39,253,6,0,1,1,2,6,5,0
10353,91,388,0,0,0,1,0,2,0,2,0
10354,32,225,0,0,0,0,0,2,0,0,0
10355,141,172,79,0,0,1,0,2,1,2,0
10356,86,150,75,0,0,1,0,2,3,5,0
10357,131,97,10,2,0,1,0,2,7,5,0
10358,86,117,98,0,0,1,0,2,3,5,0
10359,86,150,86,0,0,1,0,2,3,5,0
10360,86,137,88,0,0,1,0,2,3,5,0
10361,190,274,92,56,0,1,0,2,6,2,0
10362,86,312,197,0,0,1,0,4,3,5,0
10363,10,33,18,3,0,1,1,1,0,2,0
10364,50,128,1,0,0,1,0,2,1,4,0
10365,71,201,150,57,0,1,1,2,6,2,0
10366,86,158,77,0,0,1,0,2,3,5,0
10367,48,147,0,0,0,1,1,0,0,0,0
10368,48,131,0,0,0,1,1,0,0,0,0
10369,45,67,161,30,0,1,1,0,0,0,0
10370,86,151,95,0,0,1,0,2,1,5,0
10371,86,60,72,0,0,1,0,2,3,5,0
10372,0,272,52,0,0,1,1,2,3,2,0
10373,33,100,75,0,0,1,0,2,6,10,0
10374,350,136,60,85,0,1,0,2,0,0,0
10375,48,122,185,20,1,1,1,2,1,0,0
10376,10,33,18,3,0,1,1,1,0,2,0
10377,86,181,105,0,0,1,0,2,3,5,0
10378,10,33,18,3,0,1,1,1,0,2,0
10379,218,26,0,0,0,1,1,0,0,0,0
10380,131,109,12,2,0,1,1,2,7,5,0
10381,86,202,86,0,0,1,0,4,3,5,0
10382,32,88,0,0,0,0,0,2,0,0,0
10383,6,80,23,19,0,1,1,2,3,5,0
10384,10,33,18,3,0,1,1,1,0,2,0
10385,290,151,39,118,0,1,1,0,0,0,0
10386,162,282,52,114,1,1,1,2,1,2,0
10387,172,108,113,0,0,1,1,2,0,0,0
10388,86,158,127,0,0,1,0,2,3,5,0
10389,10,33,18,3,0,1,1,1,0,2,0
10390,86,75,139,0,0,1,0,2,3,5,0
10391,131,98,0,0,0,1,0,0,0,0,0
10392,53,103,104,0,0,1,0,3,7,0,0
10393,10,33,18,3,0,1,1,1,0,2,0
10394,86,169,127,0,0,1,0,2,3,5,0
10395,256,204,8,32,0,1,1,2,3,2,0
10396,79,124,153,260,0,1,1,2,2,6,1
10397,48,89,11,2,0,1,1,2,6,4,0
10398,96,76,21,0,0,1,1,2,0,0,0
10399,100,222,85,110,1,1,0,2,6,2,0
10400,120,164,39,67,0,1,1,4,3,5,0
10401,48,222,0,0,0,1,1,0,0,0,0
10402,110,338,181,94,0,1,0,2,0,0,0
10403,10,33,18,3,0,1,1,1,0,2,0
10404,290,358,119,89,0,1,1,2,1,0,0
10405,48,151,0,0,0,1,1,0,0,0,0
10406,22,134,87,41,1,1,1,2,0,0,0
10407,190,257,45,50,0,1,0,2,7,5,1
10408,10,33,18,3,0,1,1,1,0,2,0
10409,48,155,0,0,0,1,1,0,0,0,0
10410,67,293,0,29,0,1,0,0,0,0,0
10411,48,233,0,0,0,1,1,0,0,0,0
10412,131,90,10,2,0,1,1,0,0,5,0
10413,290,151,39,118,0,1,1,0,0,0,0
10414,370,652,0,45,0,1,0,0,0,0,0
10415,0,214,214,3,0,0,0,2,6,0,0
10416,234,220,110,0,0,1,0,2,6,10,0
10417,127,288,84,85,0,1,1,2,1,5,0
10418,95,119,45,0,0,1,0,2,6,2,0
10419,130,293,73,76,0,1,1,2,6,0,0
10420,0,62,6,12,0,0,0,2,3,3,0
10421,290,431,259,167,0,1,1,2,1,0,0
10422,48,287,0,0,0,1,1,0,0,0,0
10423,157,156,0,0,0,1,0,0,0,0,0
10424,93,227,95,0,0,1,0,2,0,0,0
10425,68,181,65,14,0,1,0,2,1,2,0
10426,20,169,84,52,0,1,1,2,1,0,0
10427,141,255,81,0,0,1,0,2,1,2,0
10428,78,382,0,0,0,1,1,4,3,5,0
10429,131,110,10,2,0,1,1,2,7,5,0
10430,86,147,86,0,0,1,0,2,3,5,0
10431,32,98,88,36,0,1,1,2,3,2,0
10432,20,120,71,29,0,1,1,2,1,0,0
10433,330,122,67,47,0,1,1,2,6,0,0
10434,86,171,137,0,0,1,0,2,3,5,0
10435,86,319,175,0,0,1,0,2,3,5,0
